id,ct_bciinsc,inscricao,potencial_construtivo,renda,dist_via_principal,dist_via_secundaria,dist_polo_padrao,dist_polo_valoriz,dist_polo_desvaloriz,area,predicao
10206018,01.10.013.3341,1100133341,0,1157.85,1309.25,1499.09,102.05,2036.88,1136.13,400,456.78
10206019,01.10.013.3932,1100133932,0,1155.82,1252.44,1458.19,41.33,1995.37,1091.38,400,457.83
10206020,01.10.007.3883,1100073883,0,1139.71,684.97,1102.31,1.0,1421.21,742.34,400,453.37
10206021,01.10.013.3931,1100133931,0,1153.9,1252.43,1463.06,29.64,2000.01,1095.34,400,450.27
10206022,01.10.013.3570,1100133570,0,1151.99,1252.46,1467.62,15.08,2004.34,1099.11,400,444.49
10206023,01.10.013.3333,1100133333,0,1159.12,1287.89,1475.43,97.46,2013.24,1112.77,400,457.74
10206024,01.10.013.3334,1100133334,0,1159.12,1293.94,1480.52,101.81,2018.35,1118.15,400,457.68
10206025,01.10.013.3335,1100133335,0,1159.79,1300.01,1485.62,107.04,2023.47,1123.54,400,457.33
10206026,01.10.013.3336,1100133336,0,1159.79,1305.99,1490.66,111.8,2028.53,1128.87,400,456.34
10206027,01.10.007.3817,1100073817,0,1157.05,1224.43,1429.72,50.29,1966.82,1062.66,400,463.82
10206028,01.10.013.3927,1100133927,0,1155.82,1250.85,1451.79,54.48,1989.15,1085.85,400,459.84
10206029,01.10.013.3344,1100133344,0,1157.18,1291.3,1483.83,86.34,2021.54,1120.07,400,457.56
10206030,01.10.013.3343,1100133343,0,1157.18,1296.94,1488.61,91.02,2026.35,1125.11,400,457.52
10206031,01.10.013.3342,1100133342,0,1157.18,1303.47,1494.17,97.01,2031.94,1130.95,400,457.31
10206032,01.10.013.4939,1100134939,0,1162.34,1257.03,1439.19,114.69,1977.05,1077.44,400,457.0
10206033,01.10.013.3929,1100133929,0,1157.75,1248.01,1442.67,66.97,1980.24,1077.97,400,458.25
10206034,01.10.013.4971,1100134971,0,1162.34,1246.78,1435.96,95.27,1973.67,1072.45,400,459.09
10206035,01.10.007.3795,1100073795,0,1157.56,1181.68,1382.11,50.25,1919.29,1015.46,400,466.99
10206036,01.10.007.3495,1100073495,0,1147.33,797.74,1128.66,23.73,1576.34,752.68,400,438.79
10206037,01.10.013.3928,1100133928,0,1158.44,1275.66,1465.19,76.73,2002.94,1101.93,400,457.93
10206038,01.10.013.4938,1100134938,0,1163.03,1263.93,1441.32,126.99,1979.23,1080.82,400,456.91
10206039,01.10.013.4969,1100134969,0,1160.39,1250.03,1440.81,93.1,1978.49,1076.98,400,459.51
10206040,01.10.013.4972,1100134972,0,1161.07,1269.61,1453.71,111.91,1991.56,1091.65,400,456.96
10206041,01.10.013.3340,1100133340,0,1157.85,1315.74,1504.62,108.15,2042.43,1141.95,400,455.8
10206042,01.10.013.3339,1100133339,0,1157.85,1321.53,1509.57,113.55,2047.4,1147.15,400,454.2
10206043,01.10.013.4536,1100134536,0,1157.2,1346.76,1533.63,134.61,2071.5,1171.75,400,452.85
10206044,01.10.013.3561,1100133561,0,1143.29,1252.71,1474.54,12.41,2010.87,1104.92,400,441.55
10206045,01.10.013.3567,1100133567,0,1153.99,1325.61,1532.06,93.54,2069.41,1165.86,400,454.63
10206046,01.10.013.3568,1100133568,0,1152.08,1330.02,1540.2,93.85,2077.41,1173.35,400,454.41
10206047,01.10.013.3566,1100133566,0,1153.99,1321.61,1524.52,93.7,2061.99,1158.97,400,453.96
10206048,01.10.013.3597,1100133597,0,1150.18,1334.46,1548.24,95.6,2085.29,1180.77,400,455.3
10206049,01.10.013.3584,1100133584,0,1150.18,1339.28,1556.93,99.09,2093.81,1188.82,400,455.73
10206050,01.10.013.4934,1100134934,0,1163.71,1282.46,1458.61,117.61,1996.54,1098.64,400,457.43
10206051,01.10.013.4620,1100134620,0,1164.29,1375.5,1538.36,194.1,2076.09,1183.01,400,448.15
10206052,01.10.013.4630,1100134630,0,1164.29,1366.59,1532.09,186.59,2069.88,1175.9,400,448.84
10206053,01.10.013.4640,1100134640,0,1163.68,1358.15,1527.34,178.39,2065.2,1170.06,400,451.77
10206054,01.10.013.4650,1100134650,0,1161.71,1337.62,1516.17,152.3,2054.1,1156.24,400,452.19
10206055,01.10.013.3337,1100133337,0,1159.79,1312.33,1496.0,117.27,2033.88,1134.52,400,454.86
10206056,01.10.013.3338,1100133338,0,1160.45,1318.24,1500.92,122.26,2038.82,1139.75,400,456.18
10206057,01.10.013.3996,1100133996,0,1155.91,1295.13,1493.25,73.69,2030.81,1128.36,400,456.46
10206058,01.10.013.4538,1100134538,0,1159.14,1340.42,1521.39,140.04,2059.31,1160.88,400,452.76
10206059,01.10.013.4929,1100134929,0,1170.97,1301.22,1446.03,217.14,1983.33,1094.98,400,451.37
10206060,01.10.013.4928,1100134928,0,1170.97,1295.13,1445.2,203.45,1982.71,1092.5,400,451.52
10206061,01.10.013.4936,1100134936,0,1168.98,1289.02,1444.48,183.46,1982.17,1090.14,400,451.72
10206062,01.10.013.4925,1100134925,0,1169.62,1310.06,1464.15,195.36,2001.76,1110.48,400,450.39
10206063,01.10.013.0080,1100130080,0,1168.33,1283.88,1443.95,171.7,1981.75,1088.27,400,452.72
10206064,01.10.013.4930,1100134930,0,1164.37,1303.34,1469.64,135.88,2007.51,1112.48,400,453.93
10206065,01.10.013.4933,1100134933,0,1165.68,1270.07,1443.25,138.44,1981.17,1083.88,400,455.11
10206066,01.10.013.4990,1100134990,0,1165.02,1331.4,1491.96,155.71,2029.68,1136.95,400,453.14
10206067,01.10.013.0071,1100130071,0,1165.68,1278.28,1444.07,157.67,1981.96,1086.74,400,453.62
10206068,01.10.013.4684,1100134684,0,1170.47,1421.31,1564.94,277.05,2101.82,1215.8,400,445.0
10206069,01.10.013.4935,1100134935,0,1165.65,1339.28,1497.78,164.46,2035.44,1143.34,400,452.62
10206070,01.10.013.4666,1100134666,0,1167.96,1407.81,1561.38,247.42,2098.76,1209.07,400,453.06
10206071,01.10.013.4462,1100134462,0,1155.72,1438.36,1624.02,213.68,2161.94,1263.35,400,451.16
10206072,01.10.013.4767,1100134767,0,1166.85,1362.2,1522.76,206.29,2060.45,1167.9,400,449.02
10206102,01.10.006.1510,1100061510,0,1185.48,10.61,443.74,750.91,847.45,211.5,400,745.05
10206073,01.10.013.4610,1100134610,0,1165.44,1385.71,1546.31,204.17,2083.96,1191.71,400,448.74
10206074,01.10.013.4537,1100134537,0,1160.37,1337.62,1516.17,148.42,2054.1,1156.24,400,452.19
10206076,01.10.013.4482,1100134482,0,1158.62,1562.22,1710.18,347.11,2265.07,1295.41,400,448.22
10206077,01.10.013.4668,1100134668,0,1171.43,1433.64,1582.9,268.97,2118.42,1233.39,400,447.15
10206078,01.10.013.4715,1100134715,0,1172.96,1433.61,1566.18,304.86,2102.05,1221.88,400,443.14
10206079,01.10.013.2670,1100132670,0,1172.64,1516.19,1572.38,373.88,2167.86,1235.65,400,446.47
10206080,01.10.013.4672,1100134672,0,1172.27,1502.96,1586.39,360.4,2156.82,1255.0,400,447.22
10206081,01.10.013.4670,1100134670,0,1172.27,1484.63,1596.33,341.91,2141.53,1265.27,400,446.03
10206082,01.10.013.4700,1100134700,0,1172.47,1424.22,1565.73,283.41,2102.48,1217.29,400,444.52
10206083,01.10.013.4926,1100134926,0,1170.23,1348.5,1498.73,221.75,2036.12,1146.69,400,451.23
10206084,01.10.013.4927,1100134927,0,1170.23,1342.16,1488.43,229.63,2025.68,1137.49,400,451.71
10206085,01.10.013.4766,1100134766,0,1169.4,1379.5,1530.25,238.11,2067.58,1178.44,400,449.84
10206086,01.10.013.0314,1100130314,0,1183.05,1389.79,1504.31,330.79,2039.24,1164.46,400,431.99
10206087,01.10.013.0200,1100130200,0,1175.96,1368.29,1492.13,282.91,2027.96,1148.74,400,441.76
10206088,01.10.013.4932,1100134932,0,1176.84,1344.42,1473.48,268.31,2009.78,1128.01,400,444.53
10206089,01.10.013.0312,1100130312,0,1176.48,1377.12,1497.49,302.94,2032.99,1155.4,400,439.85
10206090,01.10.013.0313,1100130313,0,1181.02,1389.79,1504.31,327.92,2039.24,1164.46,400,431.91
10206091,01.10.013.0315,1100130315,0,1179.46,1440.54,1555.42,350.33,2088.89,1216.85,400,437.79
10206092,01.10.013.4937,1100134937,0,1172.83,1338.04,1468.35,247.31,2004.76,1122.38,400,450.5
10206093,01.10.013.4751,1100134751,0,1171.95,1393.82,1536.19,264.92,2073.09,1187.11,400,444.92
10206178,01.10.016.0500,1100160500,0,1211.13,269.33,10.73,569.06,338.55,290.8,400,835.21
10206094,01.10.013.4931,1100134931,0,1174.23,1314.17,1449.96,233.22,1986.77,1102.03,400,452.06
10206095,01.10.016.1758,1100161758,0,1193.59,94.34,528.28,600.62,598.68,402.37,400,673.53
10206096,01.10.016.1759,1100161759,0,1186.87,4.7,548.18,610.83,607.93,324.08,400,752.03
10206097,01.10.016.1890,1100161890,0,1195.19,9.06,488.21,468.37,464.53,477.12,400,766.25
10206098,01.10.008.1281,1100081281,0,1177.19,14.82,584.2,602.7,808.49,346.88,400,761.05
10206099,01.10.016.1423,1100161423,0,1189.12,10.87,387.42,714.78,728.52,181.28,400,728.64
10206100,01.10.016.1600,1100161600,0,1198.26,136.75,392.9,553.69,554.91,327.7,400,640.86
10206101,01.10.006.1520,1100061520,0,1187.11,10.74,408.64,759.71,820.17,176.5,400,724.98
10206103,01.10.006.1490,1100061490,0,1184.96,42.56,450.94,742.3,872.79,211.34,400,696.04
10206133,01.10.006.1623,1100061623,0,1189.47,11.24,333.04,800.77,763.52,102.28,400,676.22
10206104,01.10.016.1700,1100161700,0,1210.76,117.79,241.44,238.43,232.71,455.84,400,670.52
10206105,01.10.006.1500,1100061500,0,1184.4,10.63,472.03,719.65,856.01,238.09,400,751.71
10206106,01.10.016.1565,1100161565,0,1185.03,11.21,497.41,746.35,749.4,274.25,400,753.5
10206107,01.10.006.1423,1100061423,0,1181.07,11.32,506.29,667.89,844.29,272.81,400,754.07
10206108,01.10.016.0900,1100160900,0,1198.04,8.6,194.79,739.82,586.31,31.09,400,668.69
10206109,01.10.016.1901,1100161901,0,1199.48,119.27,201.54,603.51,537.65,141.83,400,587.67
10206110,01.10.016.1900,1100161900,0,1223.51,219.43,55.54,33.45,39.69,284.2,400,764.72
10206111,01.10.016.0955,1100160955,0,1195.1,19.5,287.92,726.16,658.7,88.44,400,665.95
10206112,01.10.016.0930,1100160930,0,1195.45,8.6,259.47,729.94,637.31,56.92,400,671.0
10206113,01.10.016.0980,1100160980,0,1194.2,19.57,312.17,723.12,678.86,111.06,400,678.38
10206114,01.10.016.1030,1100161030,0,1193.91,19.63,336.39,721.41,699.27,134.52,400,685.15
10206115,01.10.016.1005,1100161005,0,1192.04,19.71,360.72,720.38,720.22,158.48,400,694.27
10206116,01.10.016.1566,1100161566,0,1191.64,53.04,367.33,631.11,633.2,217.19,400,686.23
10206117,01.10.006.1933,1100061933,0,1189.98,87.95,329.7,812.05,808.85,72.95,400,613.83
10206118,01.10.006.1918,1100061918,0,1188.72,102.71,336.68,802.1,821.4,73.11,400,594.29
10206119,01.10.006.1903,1100061903,0,1188.57,117.23,344.05,773.25,833.73,73.28,400,568.62
10206179,01.10.003.0231,1100030231,0,1202.53,19.19,48.14,941.77,582.93,1.0,400,768.49
10206120,01.10.006.1525,1100061525,0,1186.75,10.92,357.58,707.12,791.94,102.9,400,678.52
10206121,01.10.006.1540,1100061540,0,1184.81,80.27,427.51,731.61,875.66,175.95,400,666.31
10206122,01.10.006.1521,1100061521,0,1181.67,146.63,454.82,681.29,928.85,174.93,400,622.35
10206123,01.10.006.1560,1100061560,0,1183.68,94.25,432.55,721.33,886.76,175.75,400,648.28
10206124,01.10.006.1522,1100061522,0,1183.36,108.23,437.76,693.76,897.47,175.18,400,649.05
10206295,01.04.022.0266,1040220266,1,1219.1,538.65,84.16,924.45,56.82,615.17,400,1274.99
10206125,01.10.008.1291,1100081291,0,1173.98,121.15,605.4,569.07,900.98,345.94,400,648.24
10206126,01.10.006.1653,1100061653,0,1192.04,75.64,281.58,857.32,766.94,29.5,400,612.9
10206127,01.10.006.1654,1100061654,0,1191.88,90.44,288.21,847.54,779.11,29.45,400,612.84
10206128,01.10.006.2141,1100062141,0,1190.85,104.93,295.54,837.56,791.4,29.45,400,594.21
10206129,01.10.006.2149,1100062149,0,1190.72,120.02,303.89,822.87,804.29,29.65,400,569.36
10206188,01.10.001.1001,1100011001,0,1216.29,392.5,41.28,577.38,277.73,421.77,400,793.85
10206130,01.10.006.1624,1100061624,0,1191.84,11.24,304.21,854.59,743.55,72.17,400,669.72
10206131,01.10.006.1625,1100061625,0,1190.5,43.17,312.31,843.92,771.32,72.46,400,625.97
10206132,01.10.006.1627,1100061627,0,1190.22,58.01,317.66,832.92,784.17,72.63,400,614.4
10206134,01.10.006.1630,1100061630,0,1190.22,72.96,323.37,822.33,796.46,72.79,400,614.37
10206135,01.10.005.0279,1100050279,0,1196.66,85.94,192.1,931.6,710.24,1.0,400,618.48
10206136,01.10.005.0132,1100050132,0,1197.15,17.44,187.04,889.01,666.59,1.0,400,672.2
10206137,01.10.005.0087,1100050087,0,1196.05,36.72,194.87,905.01,686.69,1.0,400,629.59
10206138,01.10.005.0072,1100050072,0,1195.9,51.9,201.48,919.29,699.52,1.0,400,617.71
10206139,01.10.006.2137,1100062137,0,1193.48,20.96,261.15,875.72,719.47,28.72,400,669.71
10206140,01.10.005.0042,1100050042,0,1195.79,81.31,215.62,916.19,724.56,1.0,400,619.07
10206141,01.10.005.0057,1100050057,0,1195.79,66.47,208.15,925.71,711.89,1.0,400,617.86
10206142,01.10.005.0312,1100050312,0,1194.77,96.08,224.65,900.08,737.75,1.0,400,601.08
10206143,01.10.006.2139,1100062139,0,1192.25,45.37,269.53,867.25,742.0,29.15,400,629.95
10206144,01.10.006.1200,1100061200,0,1176.16,73.08,519.75,523.32,898.51,265.63,400,697.81
10206145,01.10.006.1071,1100061071,0,1172.19,246.85,587.23,497.05,1068.53,265.77,400,619.73
10206146,01.10.008.1151,1100081151,0,1169.7,8.64,581.0,256.94,563.1,392.0,400,729.61
10206147,01.10.008.1407,1100081407,0,1168.57,156.32,653.89,455.83,942.14,390.13,400,645.96
10206148,01.10.008.1587,1100081587,0,1157.62,358.91,739.56,263.19,1167.81,397.47,400,562.44
10206180,01.10.003.0215,1100030215,0,1203.27,12.0,41.74,950.17,579.65,1.0,400,827.44
10206149,01.10.007.2361,1100072361,0,1148.67,395.18,773.07,127.58,1197.96,424.62,400,486.44
10206150,01.10.008.1500,1100081500,0,1163.55,319.81,715.5,367.93,1113.36,380.02,400,590.31
10206151,01.10.008.1450,1100081450,0,1159.8,274.15,673.7,248.93,1065.77,354.97,400,595.96
10206152,01.10.008.1406,1100081406,0,1170.7,158.73,619.56,477.08,960.59,345.94,400,641.44
10206153,01.10.006.2304,1100062304,0,1194.77,128.38,243.51,880.0,762.74,1.0,400,572.58
10206154,01.10.006.2256,1100062256,0,1193.83,154.01,264.07,870.92,788.81,1.0,400,552.17
10206155,01.10.006.2465,1100062465,0,1194.3,217.66,294.23,857.0,829.32,1.0,400,525.49
10206156,01.10.006.2241,1100062241,0,1193.83,169.21,274.84,862.51,801.73,1.0,400,538.5
10206157,01.10.006.2211,1100062211,0,1193.22,198.64,297.62,820.62,828.06,1.0,400,528.2
10206158,01.10.006.2200,1100062200,0,1189.71,145.42,293.45,743.89,806.7,1.0,400,558.66
10206159,01.10.006.2226,1100062226,0,1193.94,183.53,286.06,853.83,814.83,1.0,400,533.41
10206258,01.04.021.0402,1040210402,1,1220.44,522.61,69.94,811.68,1.0,607.02,400,1416.58
10206160,01.10.006.1487,1100061487,0,1183.73,157.38,363.73,622.3,863.5,73.67,400,547.37
10206161,01.10.006.1486,1100061486,0,1179.5,51.55,453.86,567.89,881.26,208.79,400,679.57
10206162,01.10.006.2506,1100062506,0,1196.65,219.57,270.52,900.42,808.29,1.0,400,531.21
10206163,01.10.006.2364,1100062364,0,1195.75,119.5,213.1,913.88,737.21,1.0,400,575.66
10206164,01.10.006.2521,1100062521,0,1197.39,204.54,256.64,912.56,794.23,1.0,400,535.65
10206165,01.10.006.2394,1100062394,0,1195.84,158.34,244.65,897.32,775.01,1.0,400,552.74
10206166,01.10.006.2409,1100062409,0,1194.96,173.08,256.65,889.38,788.54,1.0,400,544.14
10206167,01.10.006.2379,1100062379,0,1195.84,143.08,233.18,905.37,761.74,1.0,400,565.56
10206168,01.10.006.2470,1100062470,0,1194.84,248.23,317.53,846.85,853.79,1.0,400,524.0
10206169,01.10.006.2424,1100062424,0,1195.13,187.94,269.14,881.76,802.32,1.0,400,539.78
10206170,01.10.006.2439,1100062439,0,1195.13,203.07,281.37,874.17,815.57,1.0,400,526.29
10206171,01.10.004.0400,1100040400,0,1198.46,60.03,145.79,948.27,665.13,1.0,400,629.01
10206172,01.10.005.0186,1100050186,0,1197.83,17.25,156.98,894.7,646.58,1.0,400,678.13
10206173,01.10.005.0216,1100050216,0,1196.81,55.9,174.82,930.34,683.87,1.0,400,625.32
10206174,01.10.005.0231,1100050231,0,1196.71,70.76,182.99,944.31,696.93,1.0,400,619.94
10206175,01.10.005.0201,1100050201,0,1197.69,41.36,165.63,916.92,667.44,1.0,400,636.86
10206176,01.10.016.0580,1100160580,0,1208.27,183.03,8.78,655.49,367.15,204.42,400,825.46
10206177,01.10.016.1564,1100161564,0,1210.78,135.78,9.02,382.75,329.11,157.99,400,805.16
10206181,01.10.003.0248,1100030248,0,1201.77,20.14,61.83,935.88,590.68,1.0,400,738.2
10206182,01.10.004.0200,1100040200,0,1201.02,9.52,80.2,909.8,594.13,1.0,400,735.46
10206183,01.10.004.0231,1100040231,0,1200.17,60.03,109.19,951.44,640.04,1.0,400,675.79
10206184,01.10.004.0100,1100040100,0,1199.4,9.52,112.92,899.84,613.49,1.0,400,726.23
10206185,01.10.001.0886,1100010886,0,1212.67,11.05,1.0,357.29,220.73,34.77,400,869.91
10206296,01.04.022.0163,1040220163,1,1219.55,525.18,94.06,905.35,35.15,624.65,400,1294.72
10206186,01.10.001.0400,1100010400,0,1206.61,8.94,31.02,947.43,481.7,30.57,400,873.99
10206187,01.10.001.1000,1100011000,0,1215.4,377.21,39.75,590.79,280.17,406.77,400,794.77
10206189,01.10.001.0900,1100010900,0,1216.85,405.62,5.52,533.97,274.98,427.81,400,822.14
10206190,01.10.001.0920,1100010920,0,1215.91,390.13,5.34,560.53,280.4,412.79,400,826.12
10206191,01.10.001.0925,1100010925,0,1215.01,375.32,5.18,574.57,282.83,398.44,400,826.87
10206227,01.10.006.2814,1100062814,0,1198.67,208.84,246.26,931.2,783.96,1.0,400,534.71
10206192,01.10.016.0800,1100160800,0,1201.94,5.46,3.88,755.27,455.45,37.86,400,860.41
10206193,01.10.016.0600,1100160600,0,1205.5,130.04,8.78,727.81,412.07,158.33,400,805.43
10206194,01.10.006.3773,1100063773,0,1201.98,74.22,108.48,1011.37,644.5,1.0,400,676.17
10206195,01.10.006.3758,1100063758,0,1201.98,79.59,111.78,1003.94,649.5,1.0,400,676.83
10206196,01.10.006.3743,1100063743,0,1201.16,86.94,116.88,996.7,654.67,1.0,400,682.68
10206197,01.10.006.2733,1100062733,0,1198.56,96.99,140.0,953.01,675.21,1.0,400,622.03
10206198,01.10.006.2581,1100062581,0,1197.75,145.18,203.07,944.48,738.59,1.0,400,565.38
10206199,01.10.006.2748,1100062748,0,1198.85,149.53,189.59,969.97,727.35,1.0,400,565.07
10206200,01.10.006.2566,1100062566,0,1197.91,160.39,216.3,936.41,752.62,1.0,400,553.47
10206201,01.10.006.3334,1100063334,0,1200.65,127.72,160.28,1008.42,697.94,1.0,400,580.03
10206202,01.10.006.3349,1100063349,0,1201.52,122.79,156.67,1021.24,693.1,1.0,400,582.71
10206203,01.10.006.3870,1100063870,0,1205.85,108.55,140.75,1084.73,651.15,1.0,400,622.02
10206204,01.10.006.3848,1100063848,0,1205.53,76.37,107.94,1051.19,625.01,1.0,400,677.79
10206205,01.10.006.4118,1100064118,0,1204.88,27.39,56.15,1003.88,577.39,1.0,400,723.19
10206206,01.10.006.4101,1100064101,0,1204.16,27.76,60.45,1001.43,588.61,1.0,400,707.47
10206207,01.10.006.3803,1100063803,0,1203.75,70.43,106.05,1027.13,635.62,1.0,400,675.23
10206208,01.10.006.3833,1100063833,0,1204.52,72.54,105.81,1043.2,628.27,1.0,400,675.84
10206209,01.10.006.3818,1100063818,0,1204.52,70.5,105.64,1035.15,631.43,1.0,400,676.12
10206210,01.10.006.4067,1100064067,0,1202.65,43.25,78.39,994.17,613.08,1.0,400,702.23
10206211,01.10.006.3788,1100063788,0,1202.96,71.42,107.26,1019.4,639.97,1.0,400,675.9
10206212,01.10.006.3898,1100063898,0,1207.38,50.63,116.38,1068.37,594.67,1.0,400,681.01
10206213,01.10.006.3930,1100063930,0,1206.26,13.83,56.61,1008.81,556.85,1.0,400,754.97
10206214,01.10.006.3878,1100063878,0,1206.27,76.47,117.48,1068.06,619.06,1.0,400,688.07
10206215,01.10.006.3899,1100063899,0,1206.69,43.52,89.08,1041.38,586.1,1.0,400,695.56
10206216,01.10.006.3921,1100063921,0,1207.12,13.21,65.03,1014.89,555.96,1.0,400,736.51
10206217,01.10.006.3936,1100063936,0,1205.76,43.33,78.43,1030.01,586.17,1.0,400,702.88
10206218,01.10.006.4133,1100064133,0,1205.58,18.97,55.49,1006.31,563.93,1.0,400,757.12
10206219,01.10.006.3863,1100063863,0,1206.27,79.23,111.84,1059.55,621.91,1.0,400,682.87
10206220,01.10.006.4129,1100064129,0,1205.76,43.44,72.58,1020.91,589.07,1.0,400,702.9
10206221,01.10.006.2942,1100062942,0,1202.43,159.44,195.57,1022.47,725.68,1.0,400,551.89
10206222,01.10.006.2927,1100062927,0,1201.19,161.58,196.57,976.55,729.85,1.0,400,551.51
10206223,01.10.006.2778,1100062778,0,1199.07,179.26,217.38,953.42,755.31,1.0,400,543.4
10206224,01.10.006.2763,1100062763,0,1198.85,164.63,203.36,962.02,741.26,1.0,400,545.2
10206225,01.10.006.2793,1100062793,0,1198.37,194.27,231.58,946.03,769.44,1.0,400,537.85
10206226,01.10.006.2485,1100062485,0,1199.41,230.83,263.81,931.2,801.26,1.0,400,532.24
10206228,01.10.006.2551,1100062551,0,1197.15,175.0,228.81,928.48,765.68,1.0,400,542.97
10206229,01.10.006.2536,1100062536,0,1197.15,189.39,243.38,920.4,780.66,1.0,400,542.62
10206230,01.10.006.3454,1100063454,0,1206.21,124.95,156.34,1097.94,667.68,1.0,400,581.51
10206231,01.10.006.3424,1100063424,0,1204.62,118.1,152.24,1082.0,673.43,1.0,400,586.55
10206232,01.10.006.3439,1100063439,0,1205.43,120.99,153.58,1089.88,670.38,1.0,400,584.22
10206233,01.10.006.3409,1100063409,0,1204.28,116.8,152.1,1072.84,676.77,1.0,400,586.55
10206234,01.10.006.3394,1100063394,0,1203.47,116.76,152.32,1059.86,680.39,1.0,400,586.45
10206235,01.10.006.2972,1100062972,0,1204.17,158.66,193.97,1052.19,718.2,1.0,400,552.31
10206236,01.10.006.3379,1100063379,0,1202.63,117.35,153.55,1046.71,684.36,1.0,400,585.16
10206237,01.10.006.2957,1100062957,0,1203.31,158.67,194.35,1037.33,721.79,1.0,400,551.86
10206238,01.10.006.3364,1100063364,0,1202.37,119.55,154.42,1034.07,688.6,1.0,400,585.45
10206239,01.11.009.4352,1110094352,0,1211.17,9.05,98.41,1041.31,554.65,1.0,400,727.57
10206240,01.10.006.3506,1100063506,0,1209.15,87.34,164.55,1116.85,634.07,1.0,400,624.37
10206241,01.10.006.3896,1100063896,0,1208.73,51.84,121.6,1073.4,596.41,1.0,400,686.85
10206242,01.10.006.3895,1100063895,0,1207.33,73.35,124.64,1076.68,616.45,1.0,400,686.56
10206243,01.10.006.3469,1100063469,0,1206.21,122.46,160.38,1106.05,665.14,1.0,400,582.27
10206244,01.10.006.2500,1100062500,0,1205.93,140.82,207.55,975.76,686.8,1.0,400,566.19
10206245,01.10.006.3484,1100063484,0,1207.41,119.7,166.05,1114.9,662.95,1.0,400,583.29
10206246,01.10.006.3504,1100063504,0,1208.16,115.95,172.98,1123.91,660.53,1.0,400,584.19
10206247,01.10.006.3046,1100063046,0,1205.01,159.3,194.0,1067.06,704.4,1.0,400,552.76
10208201,01.05.009.0763,1050090763,0,1245.19,712.42,936.49,237.66,1168.49,1347.16,400,480.82
10206248,01.04.021.0404,1040210404,1,1220.34,532.18,55.72,798.79,1.0,595.91,400,1481.25
10206249,01.04.021.0380,1040210380,1,1221.71,518.46,58.06,768.89,1.0,607.74,400,1479.49
10206250,01.04.021.0406,1040210406,1,1220.23,541.78,41.35,786.08,1.0,585.12,400,1506.56
10206251,01.04.021.0382,1040210382,1,1221.5,528.13,9.23,717.92,1.0,576.44,400,1541.25
10206252,01.04.021.0408,1040210408,1,1220.11,530.62,10.82,756.61,1.0,563.39,400,1533.84
10206253,01.04.021.0396,1040210396,1,1220.69,493.85,109.8,851.33,1.0,641.52,400,1404.36
10206254,01.04.021.0561,1040210561,1,1219.97,514.11,88.1,858.79,1.0,618.95,400,1424.18
10206255,01.04.021.0372,1040210372,1,1222.0,479.59,115.32,821.47,1.0,651.1,400,1415.31
10206256,01.04.021.0398,1040210398,1,1220.61,503.59,96.9,837.95,1.0,629.72,400,1409.27
10206257,01.04.021.0376,1040210376,1,1221.87,499.26,86.79,795.0,1.0,628.79,400,1444.72
10206870,01.04.025.0300,1040250300,1,1221.82,259.0,8.74,858.36,209.44,896.76,400,1480.86
10206259,01.04.021.0400,1040210400,1,1220.53,513.1,83.6,824.73,1.0,618.25,400,1423.27
10206260,01.04.021.0378,1040210378,1,1221.8,508.78,72.42,781.86,1.0,618.1,400,1426.46
10206261,01.04.021.0374,1040210374,1,1221.94,489.08,101.14,808.42,1.0,639.8,400,1389.1
10206262,01.04.021.0497,1040210497,1,1220.88,467.83,134.62,907.7,1.0,665.31,400,1426.14
10206263,01.04.021.0388,1040210388,1,1220.88,455.44,161.89,906.88,1.0,692.34,400,1271.61
10206264,01.04.021.0531,1040210531,1,1220.14,497.41,109.05,880.59,1.0,639.46,400,1404.72
10206265,01.04.021.0493,1040210493,1,1220.28,479.57,137.63,918.83,12.66,668.4,400,1319.94
10206266,01.04.021.0390,1040210390,1,1220.82,465.28,149.1,892.94,1.0,679.5,400,1277.24
10206267,01.04.021.0517,1040210517,1,1220.21,486.56,119.96,892.18,1.0,650.38,400,1416.53
10206268,01.04.021.0392,1040210392,1,1220.82,475.04,136.31,879.15,1.0,666.86,400,1348.28
10206269,01.04.021.0394,1040210394,1,1220.76,484.45,123.51,865.41,1.0,654.45,400,1425.57
10206270,01.04.021.0547,1040210547,1,1220.06,505.56,97.61,868.56,1.0,628.18,400,1377.46
10206271,01.04.022.0080,1040220080,1,1219.14,540.8,38.52,849.43,35.0,570.14,400,1452.24
10206272,01.04.021.0615,1040210615,1,1219.77,542.86,48.1,818.85,1.0,582.36,400,1502.03
10206273,01.04.022.0070,1040220070,1,1219.14,534.31,29.7,840.87,35.01,562.1,400,1487.05
